Substance Name,Name Type,Substance Number,Number type,Regulatory Number,Regulatory Number Type,Substance Form,Classification,Signal Word,Pictograms,Level,Result Link,Source,
"1,2,4-triazole",,288-88-0,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Eye Irrit. 2   Repr. 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/07-meti-0014e.html,GHS-J
"1,2,4-triazole",,288-88-0,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Eye Irrit. 2   Repr. 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard,1,https://www.nite.go.jp/chem/english/ghs/07-meti-0014e.html,GHS-J
"1,2-Dichloroethane",,107-06-2,CAS Number,,,,Flam. Liquid 2   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Irrit. 2   Eye Irrit. 2B   Asp. Tox. 1   Muta. 2   Carc. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 3  ,Danger,GHS02 : Flame GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0125e.html,GHS-J
"1,2-dimethoxyethane",,110-71-4,CAS Number,,,,Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Repr. 1B   STOT Single Exp. 3  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/07-meti-0017e.html,GHS-J
"1,3-Benzenediol",,108-46-3,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Skin Irrit. 2   Eye Damage 1   Skin Sens. 1   STOT Single Exp. 1   STOT Rep. Exp. 1   Aquatic Acute 3  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1001e.html,GHS-J
"1,4-Dioxane",,123-91-1,CAS Number,,,,Flam. Liquid 2   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Eye Irrit. 2B   Carc. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   STOT Rep. Exp. 2  ,Danger,GHS02 : Flame GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0124e.html,GHS-J
"1-Allyloxy-2,3-epoxypropane",,106-92-3,CAS Number,,,,Flam. Liquid 3   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Skin Sens. 1   Repr. 2   Muta. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   Aquatic Acute 3   Aquatic Chronic 3  ,Danger,GHS02 : Flame GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0086e.html,GHS-J
"1-Butanol",,71-36-3,CAS Number,,,,Flam. Liquid 3   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 2   STOT Single Exp. 3   STOT Rep. Exp. 1  ,Danger,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0902e.html,GHS-J
"1-Propanol",,71-23-8,CAS Number,,,,Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 2   Repr. 2   Carc. 2   STOT Single Exp. 3  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0917e.html,GHS-J
"1-Propanol",,71-23-8,CAS Number,,,,Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 2   Repr. 2   Carc. 2   STOT Single Exp. 3  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0917e.html,GHS-J
"1-Propanol, 2-methyl-",,78-83-1,CAS Number,,,,Flam. Liquid 3   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 2   STOT Single Exp. 3  ,Warning,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0904e.html,GHS-J
"1-Propanol, 2-methyl-",,78-83-1,CAS Number,,,,Flam. Liquid 3   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Skin Irrit. 2   Eye Irrit. 2A   Asp. Tox. 2   STOT Single Exp. 3  ,Warning,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0904e.html,GHS-J
"2,2-Dichloropropionic acid",,75-99-0,CAS Number,,,,Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Skin Mild Irrit. 3   Eye Irrit. 2B  ,Warning,GHS07 : Exclamation mark,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0771e.html,GHS-J
"2,2-Dichloropropionic acid",,75-99-0,CAS Number,,,,Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Skin Mild Irrit. 3   Eye Irrit. 2B  ,Warning,GHS07 : Exclamation mark,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0771e.html,GHS-J
"2,3-Dihydro-2,2-dimethyl-7-benzo[b]furyl N-(dibutylamino)thio-N-methylcarbamate; Carbosulfan",,55285-14-8,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Eye Irrit. 2B   Skin Sens. 1   STOT Single Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0273e.html,GHS-J
"2,3-dihydro-2,2-dimethyl-7-benzofuryl 2,4-dimethyl-6-oxa-5-oxo-3-thia-2,4-diazadecanoate",,65907-30-4,CAS Number,,,,Acute Tox. 2 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Skin Sens. 1   STOT Single Exp. 1   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1084e.html,GHS-J
"2,4,6-Trichloro-1,3,5-triazine",,108-77-0,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Skin Irrit. 2   Eye Damage 1   Skin Sens. 1   Repr. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1  ,Danger,GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0435e.html,GHS-J
"2,4-Dichlorophenoxyacetic acid",,94-75-7,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Skin Mild Irrit. 3   Eye Irrit. 2B   Repr. 2   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0133e.html,GHS-J
"2,4-Dichlorophenoxyacetic acid",,94-75-7,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 4 - Inhalation   Skin Mild Irrit. 3   Eye Irrit. 2B   Repr. 2   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0133e.html,GHS-J
"2,4-Dichlorophenyl 4-nitrophenyl ether; Nitrofen",,1836-75-5,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Irrit. 2   Skin Sens. 1   Repr. 1B   Carc. 2   STOT Single Exp. 3   STOT Rep. Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/07-mhlw-0095e.html,GHS-J
"2,6-Di-tert-butyl-p-cresol",,128-37-0,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2B   Skin Sens. 1   STOT Single Exp. 1   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0776e.html,GHS-J
"2-(2-Naphthyloxy)propionanilide; Naproanilide",,52570-16-8,CAS Number,,,,Acute Tox. 5 - Dermal  ,Warning,,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0442e.html,GHS-J
"2-(2-Naphthyloxy)propionanilide; Naproanilide",,52570-16-8,CAS Number,,,,Acute Tox. 5 - Dermal  ,Warning,,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0442e.html,GHS-J
"2-(Dimethylamino)ethyl methacrylate",,2867-47-2,CAS Number,,,,Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C  ,Danger,GHS05 : Corrosion GHS06 : Skull and crossbones,1,http://www.safe.nite.go.jp/english/ghs/07-meti-2030e.html,GHS-J
"2-Butanone, peroxide",,1338-23-4,CAS Number,,,,Org. Perox. Type B   Org. Perox. Type D   Org. Perox. Type E   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 2 - Inhalation   Skin Irrit. 2   Eye Damage 1   STOT Single Exp. 1   STOT Rep. Exp. 2  ,Danger,GHS01 : Exploding bomb GHS02 : Flame GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0662e.html,GHS-J
"2-Pentanol, 4-methyl-",,108-11-2,CAS Number,,,,Flam. Liquid 3   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2A   Eye Irrit. 2B   STOT Single Exp. 3  ,Warning,GHS02 : Flame GHS07 : Exclamation mark,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0981e.html,GHS-J
"2-Pentanol, 4-methyl-",,108-11-2,CAS Number,,,,Flam. Liquid 3   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2A   Eye Irrit. 2B   STOT Single Exp. 3  ,Warning,GHS02 : Flame GHS07 : Exclamation mark,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0981e.html,GHS-J
"2-Propanol",,67-63-0,CAS Number,,,,Flam. Liquid 2   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Eye Irrit. 2A   Eye Irrit. 2B   Asp. Tox. 2   Repr. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 2  ,Danger,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0918e.html,GHS-J
"2-Thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine; Dazomet",,533-74-4,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Repr. 2   STOT Single Exp. 2   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0285e.html,GHS-J
"2-Thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine; Dazomet",,533-74-4,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 5 - Inhalation   Repr. 2   STOT Single Exp. 2   STOT Rep. Exp. 2   Aquatic Acute 1   Aquatic Chronic 1  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0285e.html,GHS-J
"3,5,5-Trimethyl-1-hexanol",,3452-97-9,CAS Number,,,,Flam. Liquid 4   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Irrit. 2A   Repr. 2   STOT Rep. Exp. 2   Aquatic Acute 2   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0441e.html,GHS-J
"3,5,5-Trimethyl-1-hexanol",,3452-97-9,CAS Number,,,,Flam. Liquid 4   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Skin Irrit. 2   Eye Irrit. 2A   Repr. 2   STOT Rep. Exp. 2   Aquatic Acute 2   Aquatic Chronic 2  ,Warning,GHS07 : Exclamation mark GHS08 : Health hazard GHS09 : Environment,1,https://www.nite.go.jp/chem/english/ghs/06-imcg-0441e.html,GHS-J
"3-Chloropropene; Allyl chloride",,107-05-1,CAS Number,,,,Flam. Liquid 2   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   Repr. 2   Carc. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   Aquatic Acute 3  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0115e.html,GHS-J
"3-Methylbutan-1-ol",,123-51-3,CAS Number,,,,Flam. Liquid 3   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Eye Irrit. 2A   STOT Single Exp. 1   STOT Single Exp. 3  ,Danger,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0643e.html,GHS-J
"3-Pentanone",,96-22-0,CAS Number,,,,Flam. Liquid 2   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Skin Mild Irrit. 3   Eye Irrit. 2A   Asp. Tox. 2   STOT Single Exp. 1   STOT Single Exp. 3  ,Danger,GHS02 : Flame GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0752e.html,GHS-J
"4,4'-Isopropylidenediphenol; Bisphenol A",,80-05-7,CAS Number,,,,Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Eye Damage 1   Skin Sens. 1   Repr. 2   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 2   Aquatic Acute 2  ,Danger,GHS05 : Corrosion GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0346e.html,GHS-J
"4-[(Hydroxy)(methyl)phosphinyl]-L-Abu-L-Ala-L-Ala-ONa",,71048-99-2,CAS Number,,,,Acute Tox. 3 - Oral   Acute Tox. 5 - Dermal   Eye Irrit. 2B   Skin Sens. 1   Repr. 2   STOT Single Exp. 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-1105e.html,GHS-J
"4-chloro-o-toluidinium chloride",,3165-93-3,CAS Number,,,,Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Muta. 2   Carc. 1B   STOT Single Exp. 1   STOT Rep. Exp. 1  ,Danger,GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0706e.html,GHS-J
"Acetamide, N,N-dimethyl-",,127-19-5,CAS Number,,,,Flam. Liquid 4   Acute Tox. 5 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Mild Irrit. 3   Eye Irrit. 2B   Repr. 1B   STOT Single Exp. 3   STOT Rep. Exp. 1  ,Danger,GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0787e.html,GHS-J
"Acetic anhydride",,108-24-7,CAS Number,,,,Flam. Liquid 3   Acute Tox. 4 - Oral   Acute Tox. 5 - Dermal   Acute Tox. 3 - Inhalation   Skin Corr. 1A   Skin Corr. 1B   Skin Corr. 1C   Eye Damage 1   STOT Single Exp. 1   STOT Single Exp. 3   STOT Rep. Exp. 1   Aquatic Acute 3  ,Danger,GHS02 : Flame GHS05 : Corrosion GHS06 : Skull and crossbones GHS07 : Exclamation mark GHS08 : Health hazard,1,http://www.safe.nite.go.jp/english/ghs/06-imcg-0955e.html,GHS-J
