Substance Name,Name type,Number,Number type,Member of Category,Substance Link,Participant,Participant Link,Section,Endpoint Link,Values,
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=9e4d7782-4769-4dba-ab7b-8d906d663713,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=bc23e22d-be59-4a19-85d1-9914670fbd38,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=5cd36357-70d4-4a3d-b493-b6a93660817f,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=22ba2ba7-c681-4046-b3e7-105d7a2f5944,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=8021eb7d-980f-4351-acf7-575e89c6233d,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=d403549c-dd38-4cbc-a4e0-2841d29d6e28,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated information Criteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=3b0a0f2f-0f05-4b96-8bf0-1d82ef7c0b4a,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=242261cf-b1ad-4615-a981-7c73ac1cf20f,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=22a56fdf-b695-4909-b953-2ace26b87d0f,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/4/3/?documentUUID=c469852f-9897-46b1-83f0-3e727899dfdf,"Reliability:2 (reliable with restrictions)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
