Substance Name,Name type,Number,Number type,Member of Category,Substance Link,Participant,Participant Link,Section,Endpoint Link,Values,
"magnesium methanolate",IUPAC Name,109-88-6,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/22501//?documentUUID=d5153abe-2e3a-41c5-bc7f-1aa85afac6c4,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/22501/7/3/3/?documentUUID=e5f0f65f-6e25-48d8-a579-91614d89d977,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: OECD GHS   "
"Benzenesulfonic acid, C14-24-alkyl derivatives, magnesium salts, overbased",IUPAC Name,unknown,,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/22947//?documentUUID=65cff851-b7e9-4f56-b5c4-4de2a6509bad,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/22947/7/3/3/?documentUUID=d00cbb4b-ee1e-47e5-873d-ae8bee5a0f23,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: not specified   "
"disodium 1H,1'H-[2,2'-biindole]-3,3'-bis(olate)",IUPAC Name,894-86-0,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035//?documentUUID=29859ae5-0320-40a8-b9bc-bb2a5b8e0311,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035/7/3/3/?documentUUID=7e304d80-b9a6-443f-af93-d98180c9d7a2,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: US CPSC / US FDA   "
"disodium 1H,1'H-[2,2'-biindole]-3,3'-bis(olate)",IUPAC Name,894-86-0,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035//?documentUUID=29859ae5-0320-40a8-b9bc-bb2a5b8e0311,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035/7/3/3/?documentUUID=b7bba9ea-d8dd-475d-9afd-0bfc5faadc82,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: US CPSC / US FDA   "
"disodium 1H,1'H-[2,2'-biindole]-3,3'-bis(olate)",IUPAC Name,894-86-0,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035//?documentUUID=29859ae5-0320-40a8-b9bc-bb2a5b8e0311,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035/7/3/3/?documentUUID=5acfe76a-66ad-4af6-b06f-8c4144118294,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
"disodium 1H,1'H-[2,2'-biindole]-3,3'-bis(olate)",IUPAC Name,894-86-0,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035//?documentUUID=29859ae5-0320-40a8-b9bc-bb2a5b8e0311,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/12035/7/3/3/?documentUUID=64d3c3fa-3047-48bf-8ebc-8ec732dae056,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
"{[({[(ethoxycarbonyl)oxy]magnesio}oxy)carbonyl]oxy}ethane",IUPAC Name,16891-37-5,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/30185//?documentUUID=66bfd368-a205-4ba2-b415-14279f9a2c81,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/30185/7/3/3/?documentUUID=bb1f340b-04aa-439d-ac35-01e314dadbe6,"Interpretation of results:practically nontoxic Migrated information Criteria used for interpretation of results: OECD GHS   "
"ethyl diphenylphosphinite",IUPAC Name,719-80-2,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/7946//?documentUUID=424f73da-db41-4bf8-a7ef-6fc2cb38176e,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/7946/7/3/3/?documentUUID=a22e4607-1097-4f48-b0f8-bd4f8473d3a3,"Interpretation of results:practically nontoxic Migrated information   "
"thioxozinc",IUPAC Name,1314-98-3,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/14809//?documentUUID=a0e9b353-ad1f-4688-aeac-54fd5cf410ea,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/14809/7/3/3/?documentUUID=0d1268a1-2e12-47bb-90fe-de6af65a9d35,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
"thioxozinc",IUPAC Name,1314-98-3,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/14809//?documentUUID=a0e9b353-ad1f-4688-aeac-54fd5cf410ea,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/14809/7/3/3/?documentUUID=b8a1669e-4290-4925-8d8b-c9275a6fac86,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
"not applicable",IUPAC Name,66402-68-4,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/5214//?documentUUID=4ca0051b-6455-4f34-befb-b4d586fb0ecf,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/5214/7/3/3/?documentUUID=5fa32fb6-2b66-486e-b49b-1ca3d0c4796f,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
"tris[(oxiran-2-yl)methyl]-1,3,5-triazinane-2,4,6-trione",IUPAC Name,2451-62-9,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/1882//?documentUUID=af7a381b-f0ea-4a03-8fb9-6bef38a64205,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/1882/7/3/3/?documentUUID=f7c27bfa-c4a7-4ac5-91ac-79cf57833e0f,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
"Carbón vegetal",IUPAC Name,16291-96-6,CAS Number,false,https://echa.europa.eu/registration-dossier/-/registered-dossier/6305//?documentUUID=deb6148c-310a-4f7c-bd79-8339bc2bac05,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Acute toxicity: inhalation,https://echa.europa.eu/registration-dossier/-/registered-dossier/6305/7/3/3/?documentUUID=14805196-625b-4316-840c-ec08c6ab3c63,"Interpretation of results:practically nontoxic Migrated informationCriteria used for interpretation of results: EU   "
