Substance Name,Name type,Number,Number type,Member of Category,Substance Link,Participant,Participant Link,Section,Endpoint Link,Values,
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=e1241532-1758-4096-ac14-b5aba92c2724,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=08af8eaf-1865-42cd-80e3-93acf0bd7e91,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=60314d45-b7b4-40f2-894a-26186ec40091,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated information Criteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=b167d087-2360-4e56-91f4-929c4abf204b,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=a1a23112-be02-41ca-8140-360f8b3bcb5d,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated information Criteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=ce8d51d3-4cd0-48e3-a0e4-9cb74758fbf4,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated information Criteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=82485347-83f4-4724-8279-311a381849a1,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=1df59c2e-4631-4b0c-b1e6-af81807aa71b,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=a1bbaf7f-c4c4-4a2b-baed-8317a5942191,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated information Criteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=0516c380-1158-49cf-98a3-490bf5c60bca,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=0ce18561-3299-46d7-8fe8-cb2ee21e33ab,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=2ea2b6c4-0bc6-4ea2-a9e6-0c83d3f3810b,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
"Distillates (petroleum), vacuum",IUPAC Name,70592-78-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329//?documentUUID=feea7ca4-db18-4bbe-a93a-a6d580446587,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Skin sensitisation,https://echa.europa.eu/registration-dossier/-/registered-dossier/15329/7/5/2/?documentUUID=8797c8f6-a2b0-4f95-bc53-0098b56a6540,"Reliability:2 (reliable with restrictions)   Interpretation of results:not sensitising Migrated informationCriteria used for interpretation of results: EU   "
